R&D Spend,Administration,Marketing Spend,State,Profit
4908.0,111181.9314,78249.03858,New York,53225.76119
18307.0,113160.7567,104102.4457,Florida,64672.41127
145420.0,131933.3836,349367.3263,California,173263.9503
124967.0,128912.7914,309903.2069,New York,155791.1289
81122.0,122437.5621,225304.1597,California,118334.7237
48147.0,117567.6639,161678.8072,New York,90164.46578
107504.0,126333.776,276208.3008,California,140872.6387
78966.0,122119.1542,221144.1518,Florida,116492.8715
11572.0,112166.1013,91107.24478,New York,58918.75889
17929.0,113104.932,103373.0936,Florida,64349.48913
135016.0,130396.8735,329292.7799,New York,164375.9029
140499.0,131206.6279,339872.2434,California,169059.9825
70972.0,120938.5638,205719.707,Florida,109663.6663
23044.0,113860.3385,113242.5001,New York,68719.18949
62977.0,119757.8258,190293.3327,California,102833.6068
127949.0,129353.1867,315656.9841,Florida,158338.6258
140062.0,131142.0898,339029.0507,California,168686.6571
142634.0,131521.9344,343991.7317,Florida,170883.8945
51407.0,118049.1155,167968.9861,California,92949.45565
71393.0,121000.739,206532.0276,Florida,110023.323
90687.0,123850.1648,243759.8533,New York,126506.0207
95482.0,124558.3123,253011.8189,California,130602.3478
79898.0,122256.7962,222942.4484,New York,117289.0711
80315.0,122318.3806,223747.051,Florida,117645.3106
116953.0,127729.2474,294440.1721,New York,148944.8378
77184.0,121855.9803,217705.778,California,114970.5243
141804.0,131399.3563,342390.2444,New York,170174.8327
51183.0,118016.0342,167536.7775,Florida,92758.09438
109716.0,126660.4543,280476.3608,Florida,142762.3312
140198.0,131162.1749,339291.463,New York,168802.8408
8318.0,111685.5357,84828.64289,California,56138.89476
130650.0,129752.0827,320868.571,Florida,160646.0668
132796.0,130069.0138,325009.2838,New York,162479.376
114589.0,127380.1211,289878.8276,Florida,146925.293
14349.0,112576.2213,96465.47386,New York,61291.12602
74459.0,121453.5399,212447.883,Florida,112642.5803
78709.0,122081.1992,220648.2696,New York,116273.3187
70529.0,120873.1396,204864.9373,California,109285.2152
63481.0,119832.2588,191265.802,Florida,103264.1697
12968.0,112372.2689,93800.83059,California,60111.34964
7251.0,111527.9563,82769.86348,New York,55227.36587
28913.0,114727.0991,124566.7516,Florida,73733.02555
57470.0,118944.527,179667.5611,California,98129.02423
39280.0,116258.1449,144569.9064,New York,82589.46419
140284.0,131174.8757,339457.4003,California,168876.3098
65509.0,120131.7631,195178.8336,California,104996.6726
115538.0,127520.2737,291709.9257,Florida,147736.0156
155075.0,133359.278,367996.6752,California,181512.1335
54112.0,118448.6022,173188.2909,New York,95260.31381
50269.0,117881.0505,165773.212,California,91977.27207
90441.0,123813.8344,243285.1957,New York,126295.865
146667.0,132117.5463,351773.4162,Florida,174329.2516
81041.0,122425.5996,225147.87,California,118265.5261
122666.0,128572.9692,305463.4212,New York,153825.4044
52746.0,118246.8651,170552.5902,California,94093.35179
139181.0,131011.9797,337329.1588,California,167934.0264
63457.0,119828.7144,191219.494,Florida,103243.6667
130989.0,129802.1478,321522.6724,New York,160935.6715
67877.0,120481.4801,199747.896,Florida,107019.6345
145505.0,131945.9368,349531.334,New York,173336.5651
28236.0,114627.1167,123260.4783,California,73154.67029
113363.0,127199.0598,287513.2573,Florida,145877.9318
134787.0,130363.0537,328850.9238,New York,164180.2702
158727.0,133898.622,375043.2191,California,184632.0056
120520.0,128256.0382,301322.7083,Florida,151992.0952
60472.0,119387.876,185459.9283,California,100693.6069
154106.0,133216.1717,366126.987,Florida,180684.3252
40219.0,116396.8207,146381.7095,California,83391.64379
84406.0,122922.5582,231640.6467,Florida,121140.2166
20629.0,113503.6803,108582.751,New York,66656.07583
87536.0,123384.8108,237679.9902,California,123814.1486
118530.0,127962.1459,297482.9979,New York,150292.0553
129325.0,129556.4007,318311.9798,Florida,159514.1307
44466.0,117024.037,154576.3076,New York,87019.81924
55907.0,118713.696,176651.7484,California,96793.76682
65694.0,120159.0848,195535.7916,New York,105154.7165
148622.0,132406.2696,355545.594,Florida,175999.3913
140627.0,131225.5315,340119.2197,Florida,169169.3318
156713.0,133601.1853,371157.2006,New York,182911.4628
100606.0,125315.048,262898.5909,California,134979.7368
24830.0,114124.1031,116688.592,Florida,70244.95388
141159.0,131304.0997,341145.7152,New York,169623.8148
101587.0,125459.9265,264791.4331,Florida,135817.7966
1215.0,110636.5323,71123.385,New York,50070.86316
13269.0,112416.722,94381.61091,Florida,60368.49134
155679.0,133448.4795,369162.0948,New York,182028.1255
50634.0,117934.9554,166477.4805,California,92289.08842
158637.0,133885.3304,374869.5639,Florida,184555.1194
101322.0,125420.7901,264280.1149,California,135591.4094
28980.0,114736.994,124696.0283,New York,73790.26307
130675.0,129755.7748,320916.8085,Florida,160667.424
84533.0,122941.3141,231885.6935,California,121248.7116
101223.0,125406.1693,264089.0941,New York,135506.8346
123282.0,128663.9429,306651.9948,California,154351.6479
79009.0,122125.5046,221227.1204,California,116529.6061
109841.0,126678.9148,280717.5486,Florida,142869.1176
96021.0,124637.9143,254051.8209,California,131062.8109
136849.0,130667.5793,332829.5584,New York,165941.819
144390.0,131781.2685,347379.9385,California,172384.0302
109658.0,126651.8885,280364.4496,New York,142712.7823
50050.0,117848.7076,165350.6509,Florida,91790.18226
60170.0,119343.2753,184877.2185,California,100435.6109
112043.0,127004.1162,284966.3136,New York,144750.2672
103519.0,125745.2531,268519.2324,California,137468.2876
132029.0,129955.7397,323529.3552,New York,161824.1346
51373.0,118044.0942,167903.383,California,92920.40974
69518.0,120723.8305,202914.21,Florida,108421.5267
107707.0,126363.756,276599.9898,New York,141046.0598
125384.0,128974.3759,310707.8096,Florida,156147.3684
156397.0,133554.517,370547.4778,New York,182641.5067
118745.0,127993.8981,297897.841,California,150475.728
36008.0,115774.9211,138256.5735,Florida,79794.22283
7959.0,111632.517,84135.95141,New York,55832.20416
121607.0,128416.5713,303420.0778,California,152920.7099
113168.0,127170.2613,287137.0042,Florida,145711.345
92665.0,124142.2849,247576.4097,California,128195.809
36840.0,115897.7946,139861.9198,Florida,80504.99325
144661.0,131821.291,347902.8337,California,172615.5432
62251.0,119650.6068,188892.5137,Florida,102213.3913
49407.0,117753.7464,164109.9806,New York,91240.87291
127740.0,129322.3207,315253.718,California,158160.0789
6101.0,111358.1191,80550.93534,New York,54244.9308
142977.0,131572.5902,344653.5511,Florida,171176.9165
138529.0,130915.6893,336071.123,New York,167377.0285
122905.0,128608.2658,305924.5723,California,154029.5801
66102.0,120219.3401,196323.0287,New York,105503.2673
18930.0,113252.7642,105304.5259,Florida,65204.63479
18903.0,113248.7767,105252.4293,Florida,65181.56893
140704.0,131236.9032,340267.7914,New York,169235.1122
112110.0,127014.0111,285095.5903,California,144807.5047
143046.0,131582.7805,344786.6868,Florida,171235.8626
50864.0,117968.9228,166921.2661,New York,92485.57543
132160.0,129975.0864,323782.1201,Florida,161936.0467
68920.0,120635.5151,201760.3674,New York,107910.6604
157947.0,133783.428,373538.207,Florida,183965.6583
120687.0,128280.7015,301644.9353,New York,152134.7618
3372.0,110955.0879,75285.32239,California,51913.56964
53012.0,118286.1492,171065.8379,Florida,94320.5933
64233.0,119943.3176,192716.7881,California,103906.5968
102541.0,125600.8176,266632.1787,New York,136632.7906
27996.0,114591.6724,122797.3976,Florida,72949.64036
3111.0,110916.5422,74781.72217,California,51690.5996
66932.0,120341.9182,197924.516,New York,106212.3292
118012.0,127885.6453,296483.5154,California,149849.5324
18192.0,113143.773,103880.5529,California,64574.16776
83511.0,122790.3805,229913.7417,Florida,120375.6258
123767.0,128735.5699,307587.8037,California,154765.9792
44424.0,117017.8343,154495.2685,New York,86983.939
143423.0,131638.4576,345514.1093,California,171557.9304
127190.0,129241.0942,314192.4915,New York,157690.2186
22014.0,113708.2234,111255.1123,Florida,67839.26938
148327.0,132362.7026,354976.3907,California,175747.3753
4852.0,111173.6611,78140.98643,New York,53177.92087
87342.0,123356.16,237305.6667,California,123648.4161
12412.0,112290.1563,92728.02707,California,59636.36364
66380.0,120260.3964,196859.4305,Florida,105740.7603
135781.0,130509.8522,330768.8495,New York,165029.4358
154047.0,133207.4583,366013.1464,Florida,180633.922
91262.0,123935.0835,244869.3174,New York,126997.2382
143575.0,131660.9056,345807.3938,California,171687.7827
89669.0,123699.822,241795.6195,Florida,125636.3521
3737.0,111008.9928,75989.59088,New York,52225.38599
12816.0,112349.8208,93507.54618,California,59981.49735
46750.0,117361.3485,158983.2918,Florida,88971.02073
16708.0,112924.6091,101017.1708,California,63306.39937
11277.0,112122.5343,90538.04147,Florida,58666.74293
32758.0,115294.9462,131985.6896,California,77017.77587
131074.0,129814.701,321686.6801,Florida,161008.2863
33729.0,115438.348,133859.2368,New York,77847.29279
56708.0,118831.9913,178197.28,California,97478.0542
43245.0,116843.7142,152220.3848,New York,85976.72948
117945.0,127875.7505,296354.2388,Florida,149792.2949
93533.0,124270.4751,249251.2181,New York,128937.3339
36345.0,115824.6907,138906.8159,California,80082.11902
123150.0,128644.4486,306397.3005,New York,154238.8815
146767.0,132132.3147,351966.3665,Florida,174414.6808
125425.0,128980.4309,310786.9192,Florida,156182.3943
26154.0,114319.6374,119243.2536,New York,71376.03566
113132.0,127164.9447,287067.5421,California,145680.5905
159191.0,133967.1476,375938.5084,Florida,185028.3968
23281.0,113895.3397,113699.7923,New York,68921.65655
145038.0,131876.9681,348630.2563,Florida,172937.611
119016.0,128033.9206,298420.7362,New York,150707.2409
159570.0,134023.1201,376669.7899,Florida,185352.1732
66705.0,120308.3938,197486.5188,New York,106018.405
96720.0,124741.1458,255400.5433,California,131659.9605
77031.0,121833.3846,217410.564,Florida,114839.8177
56584.0,118813.6785,177958.0217,California,97372.12207
34269.0,115518.0976,134901.1683,New York,78308.61013
43002.0,116807.8268,151751.5156,Florida,85769.13667
90606.0,123838.2024,243603.5636,California,126436.8231
21297.0,113602.3336,109871.6588,New York,67226.74247
147448.0,132232.8879,353280.3578,California,174996.4532
11931.0,112219.12,91799.93626,California,59225.44949
62868.0,119741.7282,190083.0169,Florida,102740.489
107864.0,126386.9425,276902.9217,California,141180.1836
126763.0,129178.0329,313368.5938,New York,157325.4362
48320.0,117593.2133,162012.6111,California,90312.25819
132750.0,130062.2203,324920.5267,New York,162440.0786
90232.0,123782.9684,242881.9296,Florida,126117.3181
11415.0,112142.9148,90804.31285,California,58784.63514
136367.0,130596.3953,331899.5381,New York,165530.0505
48599.0,117634.4173,162550.9424,California,90550.60548
131209.0,129834.6384,321947.163,New York,161123.6156
44805.0,117074.1021,155230.409,California,87309.42402
27745.0,114554.6036,122313.0924,Florida,72735.21323
56428.0,118790.6397,177657.0193,New York,97238.85262
22961.0,113848.0807,113082.3514,Florida,68648.28331
127002.0,129213.3295,313829.745,New York,157529.6118
42722.0,116766.4752,151211.2548,California,85529.93509
36880.0,115903.702,139939.0999,Florida,80539.1649
134020.0,130249.7797,327370.9952,New York,163525.0287
105406.0,126023.9338,272160.204,California,139080.3354
135965.0,130537.0261,331123.878,Florida,165186.6254
22609.0,113796.0957,112403.1664,California,68347.57275
48592.0,117633.3835,162537.4359,Florida,90544.62544
45646.0,117198.3048,156853.1208,California,88027.88306
18687.0,113216.8769,104835.6567,Florida,64997.04199
159134.0,133958.7296,375828.5267,New York,184979.7022
25194.0,114177.8603,117390.931,California,70555.91594
49370.0,117748.2821,164038.589,New York,91209.26412
83997.0,122862.1552,230851.4801,Florida,120790.8114
127102.0,129228.0979,314022.6953,New York,157615.041
112617.0,127088.8871,286073.8482,California,145240.6305
18790.0,113232.0884,105034.3955,New York,65085.034
31530.0,115113.5896,129616.2603,Florida,75968.70607
154761.0,133312.905,367390.8113,Florida,181243.886
62322.0,119661.0924,189029.5084,New York,102274.046
138389.0,130895.0135,335800.9926,California,167257.4277
54437.0,118496.5997,173815.3793,Florida,95537.9585
128678.0,129460.8488,317063.5916,New York,158961.4042
36374.0,115828.9736,138962.7715,Florida,80106.89347
91354.0,123948.6704,245046.8317,New York,127075.833
159026.0,133942.7797,375620.1405,Florida,184887.4387
21362.0,113611.9331,109997.0765,New York,67282.27141
33021.0,115333.7873,132493.1489,California,77242.4545
135411.0,130455.2089,330054.9335,Florida,164713.348
41996.0,116659.2562,149810.4359,California,84909.71956
129894.0,129640.4332,319409.8669,New York,160000.2225
29076.0,114751.1717,124881.2606,Florida,73872.27504
60970.0,119461.4229,186420.8207,California,101119.044
68150.0,120521.798,200274.6503,New York,107252.8561
79611.0,122214.4107,222388.6811,California,117043.8895
125073.0,128928.446,310107.7342,California,155881.6838
108627.0,126499.6258,278375.1323,Florida,141832.0079
38547.0,116149.8921,143155.5809,California,81963.26862
109403.0,126614.229,279872.4264,New York,142494.938
110385.0,126759.2552,281767.1981,California,143333.8521
27445.0,114510.2982,121734.2416,New York,72478.92582
99603.0,125166.9203,260963.2997,Florida,134122.8826
10372.0,111988.8798,88791.8415,California,57893.60924
146341.0,132069.4011,351144.3983,New York,174050.7527
20181.0,113437.5176,107718.3338,California,66273.3533
105465.0,126032.6472,272274.0447,California,139130.7386
58528.0,119100.7772,181708.975,Florida,99032.8645
107739.0,126368.4819,276661.7339,New York,141073.3972
125610.0,129007.7526,311143.8772,Florida,156340.4382
45698.0,117205.9844,156953.455,New York,88072.30621
90555.0,123830.6705,243505.159,California,126393.2542
19468.0,113332.2185,106342.5983,Florida,65664.24355
100506.0,125300.2795,262705.6406,New York,134894.3077
72494.0,121163.3397,208656.4101,California,110963.8978
63372.0,119816.1612,191055.4862,Florida,103171.0519
41878.0,116641.8294,149582.7545,California,84808.91317
105962.0,126106.0464,273233.0075,Florida,139555.3214
23028.0,113857.9755,113211.6281,California,68705.52083
55229.0,118613.5659,175343.5455,Florida,96214.55727
57839.0,118999.0226,180379.5476,New York,98444.25774
112421.0,127059.941,285695.6657,California,145073.1894
104830.0,125938.8675,271048.8105,New York,138588.2636
105004.0,125964.5646,271384.5439,Florida,138736.9103
33474.0,115400.6884,133367.2136,New York,77629.44849
101381.0,125429.5035,264393.9555,California,135641.8126
49895.0,117825.8165,165051.5779,New York,91657.76709
140901.0,131265.9971,340647.9035,Florida,169403.4076
99011.0,125079.4911,259821.0341,Florida,133617.1421
25140.0,114169.8853,117286.7378,New York,70509.78421
88069.0,123463.5267,238708.4152,California,124269.4859
5954.0,111336.4094,80267.29844,Florida,54119.34996
146657.0,132116.0694,351754.1212,New York,174320.7087
120300.0,128223.5476,300898.2177,Florida,151804.1511
153919.0,133188.5546,365766.17,New York,180524.5727
6952.0,111483.7986,82192.94216,Florida,54971.93275
24538.0,114080.9792,116125.1772,New York,69995.5008
33718.0,115436.7234,133838.0123,California,77837.89559
60311.0,119364.0988,185149.2784,Florida,100556.066
158104.0,133806.6145,373841.1389,California,184099.7821
120265.0,128218.3786,300830.6851,New York,151774.2509
122843.0,128599.1094,305804.9431,Florida,153976.614
156926.0,133632.6421,371568.1847,California,183093.4268
50112.0,117857.864,165470.28,New York,91843.14832
12068.0,112239.3528,92064.27813,California,59342.48741
78098.0,121990.964,219469.3435,California,115751.3466
69762.0,120759.8655,203385.0087,Florida,108629.9738
156672.0,133595.1302,371078.091,California,182876.4368
110066.0,126712.1438,281151.6868,New York,143061.3332
149352.0,132514.0793,356954.131,California,176623.024
123926.0,128759.0518,307894.5946,New York,154901.8116
155584.0,133434.4494,368978.7921,Florida,181946.9678
59551.0,119251.8585,183682.8563,California,99906.80457
32892.0,115314.736,132244.243,New York,77132.25091
148355.0,132366.8378,355030.4168,California,175771.2955
34087.0,115491.219,134549.9988,New York,78153.1291
9153.0,111808.8523,86439.77767,California,56852.22806
