R&D Spend,Administration,Marketing Spend,State,Profit
100275.47,241926.31,227142.82,California,413956.48
77044.01,99281.34,140574.81,New York,108552.04
112617.0,127088.8871,286073.8482,California,145240.6305
110066.0,126712.1438,281151.6868,New York,143061.3332
120265.0,128218.3786,300830.6851,New York,151774.2509
159000.0,133938.9399,375569.9734,Florida,184865.2271
88650.0,123549.3314,239829.4563,California,124765.8292
40408.0,116424.7331,146746.3855,California,83553.10486
79009.0,122125.5046,221227.1204,California,116529.6061
38772.0,116183.1212,143589.7191,California,82155.48418
41878.0,116641.8294,149582.7545,California,84808.91317
101381.0,125429.5035,264393.9555,California,135641.8126
19561.0,113345.9532,106522.0421,Florida,65743.69265
106821.0,126232.9075,274890.4504,California,140289.1577
90687.0,123850.1648,243759.8533,New York,126506.0207
109909.0,126688.9574,280848.7548,New York,142927.2094
72359.0,121143.4023,208395.9273,California,110848.5685
102170.0,125546.0266,265916.3332,California,136315.8485
88429.0,123516.6931,239403.0362,California,124577.0308
140901.0,131265.9971,340647.9035,Florida,169403.4076
131209.0,129834.6384,321947.163,New York,161123.6156
91749.16,114175.79,294919.57,Florida,124266.9
15132.0,112691.8583,97976.2745,New York,61960.03617
29076.0,114751.1717,124881.2606,Florida,73872.27504
114904.0,127426.6417,290486.621,Florida,147194.3948
43002.0,116807.8268,151751.5156,Florida,85769.13667
138529.0,130915.6893,336071.123,New York,167377.0285
21586.0,113645.0144,110429.2851,Florida,67473.63267
76660.0,121778.5936,216694.7185,California,114522.8756
8882.0,111768.8298,85916.88243,New York,56620.7151
109716.0,126660.4543,280476.3608,Florida,142762.3312
28913.0,114727.0991,124566.7516,Florida,73733.02555
36840.0,115897.7946,139861.9198,Florida,80504.99325
118745.0,127993.8981,297897.841,California,150475.728
105406.0,126023.9338,272160.204,California,139080.3354
14349.0,112576.2213,96465.47386,New York,61291.12602
93863.75,127320.38,249839.44,Florida,141585.52
86080.0,123169.7821,234870.6342,California,122570.3004
122905.0,128608.2658,305924.5723,California,154029.5801
93601.0,124280.5176,249382.4243,New York,128995.4258
60782.0,119433.6582,186058.0742,California,100958.4372
155761.0,133460.5896,369320.314,New York,182098.1774
5885.0,111326.2192,80134.16275,Florida,54060.40386
13856.0,112503.4128,95514.22902,Florida,60869.96038
107750.0,126370.1064,276682.9584,New York,141082.7944
148355.0,132366.8378,355030.4168,California,175771.2955
41614.0,116602.8407,149073.3658,Florida,84583.38025
159238.0,133974.0888,376029.195,New York,185068.5485
123502.0,128696.4335,307076.4854,Florida,154539.592
139592.0,131072.678,338122.1844,California,168285.1402
29814.0,114860.1629,126305.2336,Florida,74502.74207
94648.0,124435.1434,251402.6136,California,129889.8688
105205.0,125994.2492,271772.374,Florida,138908.6228
127190.0,129241.0942,314192.4915,New York,157690.2186
120844.0,128303.888,301947.8672,California,152268.8856
81122.0,122437.5621,225304.1597,California,118334.7237
127074.0,129223.9628,313968.6692,California,157591.1208
138565.0,130921.006,336140.5851,California,167407.783
133110.0,130115.3867,325615.1477,New York,162747.6235
50864.0,117968.9228,166921.2661,New York,92485.57543
33729.0,115438.348,133859.2368,New York,77847.29279
139796.0,131102.8057,338515.8029,New York,168459.4156
102136.0,125541.0053,265850.7301,California,136286.8026
19291.0,113306.0783,106001.0764,New York,65513.03398
16459.0,112887.8357,100536.7246,New York,63093.68082
123767.0,128735.5699,307587.8037,California,154765.9792
57905.0,119008.7698,180506.8948,Florida,98500.64098
85772.0,123124.2953,234276.3474,Florida,122307.1786
36345.0,115824.6907,138906.8159,California,80082.11902
153919.0,133188.5546,365766.17,New York,180524.5727
135965.0,130537.0261,331123.878,Florida,165186.6254
11277.0,112122.5343,90538.04147,Florida,58666.74293
78366.0,122030.5434,219986.4502,California,115980.2967
131611.0,129894.0076,322722.8231,New York,161467.0408
73431.0,121301.7202,210464.3542,California,111764.3688
101223.0,125406.1693,264089.0941,New York,135506.8346
39970.0,116360.0473,145901.2633,Florida,83178.92524
55658.0,118676.9226,176171.3022,New York,96581.04826
62140.0,119634.2139,188678.3389,Florida,102118.5649
155716.0,133453.9438,369233.4864,Florida,182059.7343
149598.0,132550.4097,357428.7887,California,176833.1797
123093.0,128636.0305,306287.3188,California,154190.1869
125158.0,128940.9992,310271.742,California,155954.2985
100671.96,91790.61,249744.55,California,144259.4
4852.0,111173.6611,78140.98643,New York,53177.92087
156926.0,133632.6421,371568.1847,California,183093.4268
15505.73,127382.3,35534.17,New York,69758.98
23640.93,96189.63,148001.11,California,71498.49
155679.0,133448.4795,369162.0948,New York,182028.1255
109162.0,126578.637,279407.4163,New York,142289.0538
105465.0,126032.6472,272274.0447,California,139130.7386
38859.0,116195.9697,143757.5858,Florida,82229.80752
9960.0,111928.0338,87996.88638,Florida,57541.6412
19707.0,113367.5151,106803.7495,Florida,65868.41919
44017.0,116957.7267,153709.9609,New York,86636.24242
119016.0,128033.9206,298420.7362,New York,150707.2409
151311.0,132803.3933,360734.0269,Florida,178296.5808
11415.0,112142.9148,90804.31285,California,58784.63514
93533.0,124270.4751,249251.2181,New York,128937.3339
1634.0,110698.4122,71931.84664,New York,50428.81124
5404.0,111255.1829,79206.07194,California,53649.48971
57784.0,118990.8999,180273.425,New York,98397.27172
119535.0,128110.5689,299422.1481,New York,151150.6182
148327.0,132362.7026,354976.3907,California,175747.3753
152109.0,132921.2456,362273.7701,New York,178978.3053
142001.0,131428.4501,342770.3565,California,170343.1281
106777.0,126226.4093,274805.5523,Florida,140251.5689
112108.0,127013.7157,285091.7313,California,144805.7962
102541.0,125600.8176,266632.1787,New York,136632.7906
33161.0,115354.4631,132763.2792,Florida,77362.05529
78442.0,122041.7675,220133.0924,Florida,116045.2229
23044.0,113860.3385,113242.5001,New York,68719.18949
156672.0,133595.1302,371078.091,California,182876.4368
84533.0,122941.3141,231885.6935,California,121248.7116
114523.61,122616.84,261776.23,New York,129917.04
24830.0,114124.1031,116688.592,Florida,70244.95388
3797.0,111017.8538,76105.36105,Florida,52276.64348
47856.0,117524.6877,161117.3219,Florida,89915.86699
67153.0,120374.5565,198350.9361,New York,106401.1276
48901.0,117679.018,163133.6522,Florida,90808.60147
73994.56,122782.75,303319.26,Florida,110352.25
7959.0,111632.517,84135.95141,New York,55832.20416
54073.0,118442.8425,173113.0403,New York,95226.99644
18651.0,113211.5602,104766.1946,Florida,64966.2875
96021.0,124637.9143,254051.8209,California,131062.8109
56584.0,118813.6785,177958.0217,California,97372.12207
111403.0,126909.5981,283731.4319,New York,144203.5207
149794.0,132579.3559,357806.9712,California,177000.6208
84807.0,122981.7797,232414.3773,Florida,121482.7874
125112.0,128934.2057,310182.9848,New York,155915.0011
98190.0,124958.2421,258236.9123,New York,132915.7689
118649.0,127979.7204,297712.6087,Florida,150393.716
53116.0,118301.5084,171266.5062,Florida,94409.4396
99774.0,125192.1744,261293.2446,New York,134268.9664
7251.0,111527.9563,82769.86348,New York,55227.36587
70598.0,120883.3298,204998.073,California,109344.1613
90606.0,123838.2024,243603.5636,California,126436.8231
143330.0,131624.7229,345334.6656,New York,171478.4813
13947.0,112516.8521,95689.81377,California,60947.70089
149129.0,132481.1456,356523.8519,Florida,176432.517
48599.0,117634.4173,162550.9424,California,90550.60548
154934.0,133338.4545,367724.6153,New York,181391.6784
51183.0,118016.0342,167536.7775,Florida,92758.09438
23354.0,113906.1207,113840.646,California,68984.01982
125073.0,128928.446,310107.7342,California,155881.6838
7715.0,111596.4819,83665.15275,New York,55623.75707
72165.0,121114.7515,208021.6037,California,110682.8359
112421.0,127059.941,285695.6657,California,145073.1894
35679.0,115726.3328,137621.7671,California,79513.16096
92171.0,124069.3287,246623.2354,New York,127773.7891
49875.0,117822.8628,165012.9879,Florida,91640.68127
76992.0,121827.6249,217335.3134,California,114806.5004
54437.0,118496.5997,173815.3793,Florida,95537.9585
71364.0,120996.4562,206476.0721,New York,109998.5485
143923.0,131712.2998,346478.8607,Florida,171985.0761
107173.0,126284.8924,275569.6353,California,140589.8682
57182.0,118901.9938,179111.8643,California,97882.98831
66102.0,120219.3401,196323.0287,New York,105503.2673
116953.0,127729.2474,294440.1721,New York,148944.8378
1315.46,115816.21,297114.46,Florida,49490.75
51373.0,118044.0942,167903.383,California,92920.40974
149605.0,132551.4435,357442.2952,New York,176839.1597
161181.72,270939.86,295442.17,New York,476485.43
137595.0,130777.752,334268.9674,Florida,166579.1203
69018.0,120649.9882,201949.4587,California,107994.381
71393.0,121000.739,206532.0276,Florida,110023.323
90232.0,123782.9684,242881.9296,Florida,126117.3181
12585.0,112315.7057,93061.83105,Florida,59784.15604
28236.0,114627.1167,123260.4783,California,73154.67029
136849.0,130667.5793,332829.5584,New York,165941.819
66049.0,120211.5128,196220.765,New York,105457.9899
84834.0,122985.7671,232466.4738,California,121505.8533
1269.0,110644.5073,71227.57814,New York,50116.99489
93580.0,124277.4163,249341.9047,California,128977.4856
87151.0,123327.9523,236937.1317,New York,123485.2464
156397.0,133554.517,370547.4778,New York,182641.5067
13599.0,112465.4579,95018.34682,New York,60650.40749
107457.0,126326.8348,276117.6141,California,140832.487
154761.0,133312.905,367390.8113,Florida,181243.886
66380.0,120260.3964,196859.4305,Florida,105740.7603
33519.0,115407.3342,133454.0412,Florida,77667.8916
148622.0,132406.2696,355545.594,Florida,175999.3913
86419.7,153514.11,0.0,New York,122776.86
125783.0,129033.302,311477.6812,California,156488.2307
103957.0,125809.9389,269364.3546,Florida,137842.4672
139547.0,131066.0322,338035.3568,New York,168246.6971
46750.0,117361.3485,158983.2918,Florida,88971.02073
69762.0,120759.8655,203385.0087,Florida,108629.9738
148420.0,132376.4373,355155.8345,California,175826.8244
20229.59,65947.93,185265.1,New York,81229.06
133947.0,130238.9987,327230.1415,California,163462.6654
18307.0,113160.7567,104102.4457,Florida,64672.41127
89706.0,123705.2863,241867.0112,New York,125667.9609
11977.0,112225.9135,91888.69339,Florida,59264.74689
2626.0,110844.9152,73845.91335,Florida,51276.26828
62904.0,119747.0449,190152.479,New York,102771.2435
103756.0,125780.2543,268976.5245,Florida,137670.7546
39280.0,116258.1449,144569.9064,New York,82589.46419
153606.0,133142.3294,365162.2357,Florida,180257.1795
108270.0,126446.9024,277686.2998,Florida,141527.0259
10707.0,112038.3541,89438.22492,California,58179.79685
94657.16,145077.58,282574.31,New York,125370.37
105070.0,125974.3118,271511.8911,New York,138793.2935
156713.0,133601.1853,371157.2006,New York,182911.4628
140499.0,131206.6279,339872.2434,California,169059.9825
70319.0,120842.1258,204459.7417,Florida,109105.8141
87369.0,123360.1475,237357.7633,Florida,123671.4819
126307.0,129110.6887,312488.7406,California,156935.8793
123288.0,128664.829,306663.5719,New York,154356.7737
16787.0,112936.2762,101169.6015,New York,63373.88839
76520.0,121757.9178,216424.5881,California,114403.2748
32321.0,115230.4081,131142.4969,Florida,76644.45054
130989.0,129802.1478,321522.6724,New York,160935.6715
132703.0,130055.2791,324829.8401,New York,162399.9269
48082.0,117558.0644,161553.3895,Florida,90108.93684
45282.0,117144.5476,156150.7818,New York,87716.921
52981.0,118281.571,171006.0234,California,94294.11026
12914.0,112364.2939,93696.63744,California,60065.21791
49895.0,117825.8165,165051.5779,New York,91657.76709
105143.0,125985.0928,271652.7448,California,138855.6568
1000.23,124153.04,1903.93,New York,64926.08
106158.0,126134.9926,273611.1901,New York,139722.7625
141099.0,131295.2386,341029.945,Florida,169572.5573
44151.0,116977.5164,153968.5142,New York,86750.71746
109398.0,126613.4906,279862.7789,New York,142490.6665
78013.11,121597.55,264346.06,California,126992.93
57839.0,118999.0226,180379.5476,New York,98444.25774
542.05,51743.15,0.0,New York,35673.41
71829.0,121065.1295,207373.2908,New York,110395.794
53778.0,118399.2756,172543.837,New York,94974.98049
33474.0,115400.6884,133367.2136,New York,77629.44849
31587.0,115122.0076,129726.2419,Florida,76017.40068
135411.0,130455.2089,330054.9335,Florida,164713.348
12968.0,112372.2689,93800.83059,California,60111.34964
129228.0,129542.0753,318124.8181,New York,159431.2644
60549.0,119399.2477,185608.5,California,100759.3874
102474.0,125590.9227,266502.902,Florida,136575.5531
75328.87,144135.98,134050.07,Florida,105733.54
94359.0,124392.4625,250844.9874,Florida,129642.9786
11931.0,112219.12,91799.93626,California,59225.44949
11624.0,112173.7809,91207.57892,California,58963.18204
127740.0,129322.3207,315253.718,California,158160.0789
85328.0,123058.7233,233419.6482,Florida,121927.8732
44069.95,51283.14,197029.42,California,89949.14
51353.0,118041.1406,167864.7929,Florida,92903.32391
143046.0,131582.7805,344786.6868,Florida,171235.8626
31530.0,115113.5896,129616.2603,Florida,75968.70607
29723.0,114846.7236,126129.6488,California,74425.00156
46307.0,117295.9243,158128.5221,Florida,88592.56966
155883.0,133478.6071,369555.7134,Florida,182202.4009
53884.0,118414.9302,172748.3643,New York,95065.53537
47467.0,117467.2384,160366.7453,California,89583.54765
135390.0,130452.1075,330014.4139,California,164695.4079
26618.0,114388.1631,120138.5429,New York,71772.42685
19468.0,113332.2185,106342.5983,Florida,65664.24355
15440.0,112737.3451,98570.56134,New York,62223.15791
129179.0,129534.8387,318030.2724,California,159389.4041
68638.0,120593.8681,201216.2476,Florida,107669.7503
146120.0,132036.7628,350717.9782,Florida,173861.9543
66303.0,120249.0247,196710.8587,Florida,105674.9799
153748.0,133163.3006,365436.225,California,180378.4888
131560.0,129886.4757,322624.4184,Florida,161423.4719
17432.0,113031.5328,102414.1308,New York,63924.90632
46798.0,117368.4374,159075.908,California,89012.02672
84533.0,122941.3141,231885.6935,California,121248.7116
23501.0,113927.8303,114124.2829,California,69109.60065
73031.0,121242.6463,209692.5531,New York,111422.6523
18632.0,113208.7542,104729.5341,New York,64950.05596
9261.0,111824.8023,86648.16397,New York,56944.49153
26154.0,114319.6374,119243.2536,New York,71376.03566
146767.0,132132.3147,351966.3665,Florida,174414.6808
91798.0,124014.2424,245903.5309,California,127455.1384
41578.0,116597.524,149003.9037,California,84552.62576
111317.0,126896.8972,283565.4947,Florida,144130.0517
40178.0,116390.7656,146302.5999,New York,83356.61784
144996.0,131870.7654,348549.2171,New York,172901.7308
65485.0,120128.2187,195132.5255,New York,104976.1696
140809.0,131252.4101,340470.3892,California,169324.8128
143575.0,131660.9056,345807.3938,California,171687.7827
11205.0,112111.901,90399.11728,New York,58605.23395
37618.0,116012.6932,141363.0729,New York,81169.63193
138525.0,130915.0986,336063.405,California,167373.6113
113736.0,127254.1462,288232.9618,New York,146196.5825
27654.0,114541.1643,122137.5077,Florida,72657.47271
120542.52,148718.95,311613.29,New York,152211.77
159196.0,133967.886,375948.1559,Florida,185032.6682
28663.76,127056.21,201126.82,Florida,90708.19
127002.0,129213.3295,313829.745,New York,157529.6118
45968.0,117245.8592,157474.4207,California,88302.96488
17929.0,113104.932,103373.0936,Florida,64349.48913
145505.0,131945.9368,349531.334,New York,173336.5651
154992.0,133347.0202,367836.5264,Florida,181441.2273
158668.0,133889.9086,374929.3785,California,184581.6024
14367.0,112578.8796,96500.20491,Florida,61306.50327
9628.0,111879.0025,87356.29147,New York,57258.01646
2682.0,110853.1856,73953.9655,New York,51324.1086
51407.0,118049.1155,167968.9861,California,92949.45565
91556.0,123978.5027,245436.5912,New York,127248.3999
122666.0,128572.9692,305463.4212,New York,153825.4044
43245.0,116843.7142,152220.3848,New York,85976.72948
70098.0,120809.4875,204033.3216,New York,108917.0157
60133.0,119337.8109,184805.8269,California,100404.0021
148278.0,132355.4661,354881.8451,New York,175705.515
121576.0,128411.9931,303360.2632,Florida,152894.2269
116032.0,127593.2299,292663.1,Florida,148158.0355
79095.0,122138.2055,221393.0577,New York,116603.0751
108627.0,126499.6258,278375.1323,Florida,141832.0079
140934.0,131270.8707,340711.577,California,169431.5992
99283.0,125119.6613,260345.8588,Florida,133849.5093
40501.0,116438.4678,146925.8293,Florida,83632.55396
68653.0,120596.0834,201245.1902,California,107682.5646
133567.0,130182.8786,326496.9304,New York,163138.0347
122434.0,128538.7064,305015.7765,Florida,153627.2089
132029.0,129955.7397,323529.3552,New York,161824.1346
25194.0,114177.8603,117390.931,California,70555.91594
141159.0,131304.0997,341145.7152,New York,169623.8148
17303.0,113012.4814,102165.2249,Florida,63814.70273
131845.0,129928.5658,323174.3267,Florida,161666.9449
57267.0,118914.547,179275.8721,Florida,97955.60308
126483.0,129136.6812,312828.3331,California,157086.2346
156016.0,133498.2492,369812.3372,New York,182316.0217
154187.0,133228.1341,366283.2767,California,180753.5228
29784.0,114855.7324,126247.3485,California,74477.11333
118217.0,127915.9207,296879.0635,Florida,150024.6621
74459.0,121453.5399,212447.883,Florida,112642.5803
50269.0,117881.0505,165773.212,California,91977.27207
135781.0,130509.8522,330768.8495,New York,165029.4358
140902.0,131266.1448,340649.833,Florida,169404.2619
6055.0,111351.3256,80462.17821,Florida,54205.63339
105163.0,125988.0465,271691.3349,New York,138872.7426
62868.0,119741.7282,190083.0169,Florida,102740.489
145420.0,131933.3836,349367.3263,California,173263.9503
117945.0,127875.7505,296354.2388,Florida,149792.2949
107094.0,126273.2253,275417.2046,California,140522.3792
29469.0,114809.2117,125639.5552,New York,74208.01155
80987.0,122417.6247,225043.6768,Florida,118219.3944
110391.0,126760.1413,281778.7751,California,143338.9779
136431.0,130605.8471,332023.0262,California,165584.7252
73077.0,121249.4398,209781.3102,New York,111461.9497
84231.0,122896.7134,231302.9837,California,120990.7156
91262.0,123935.0835,244869.3174,New York,126997.2382
90061.0,123757.7143,242551.9846,California,125971.2343
130189.0,129684.0001,319979.0702,Florida,160252.2384
95584.0,124573.3761,253208.6282,Florida,130689.4855
6906.0,111477.0051,82104.18504,New York,54932.63535
10758.0,112045.886,89536.62956,California,58223.36571
